Movie,Year,IMDb,Rating,Runtime,Genre
The Ladykillers,2004,6.2,R,104,"Comedy, Crime, Thriller"
The Beach,2000,6.6,R,119,"Adventure, Drama, Romance"
Epic Movie,2007,2.4,PG-13,86,"Adventure, Comedy, Fantasy"
Hitman,2007,6.2,R,100,"Action, Crime, Thriller"
Jackie Brown,1997,7.5,R,154,"Crime, Drama, Thriller"
Out for Justice,1991,6.1,R,91,"Action, Crime, Drama"
30 Days of Night,2007,6.6,R,113,"Action, Adventure, Horror"
The Texas Chainsaw Massacre: The Beginning,2006,5.8,R,91,"Horror, Thriller"
Hocus Pocus,1993,6.9,PG,96,"Comedy, Family, Fantasy"
Nobody's Fool,1994,7.3,R,110,"Comedy, Drama"
Little Nicky,2000,5.3,PG-13,90,"Comedy, Fantasy"
Crazy Heart,2009,7.2,R,112,"Drama, Music, Romance"
Burlesque,2010,6.4,PG-13,119,"Drama, Music, Musical"
Rugrats Go Wild,2003,5.5,PG,81,"Animation, Adventure, Comedy"
Body of Lies,2008,7.0,R,128,"Action, Drama, Thriller"
Dead Man Walking,1995,7.5,R,122,"Crime, Drama"
The Expendables 3,2014,6.1,PG-13,126,"Action, Adventure, Thriller"
Second Act,2018,5.8,PG-13,103,"Comedy, Drama, Romance"
Anna and the King,1999,6.7,PG-13,148,"Drama, History, Romance"
Pitch Black,2000,7.1,R,109,"Action, Horror, Sci-Fi"
The Adventures of Sharkboy and Lavagirl 3-D,2005,3.7,PG,93,"Action, Adventure, Comedy"
King Arthur: Legend of the Sword,2017,6.7,PG-13,126,"Action, Adventure, Drama"
The Grudge 2,2006,5.0,PG-13,102,"Horror, Thriller"
The Crazies,2010,6.5,R,101,"Adventure, Horror"
What's Love Got to Do with It,1993,7.3,R,118,"Biography, Drama, Music"
Something Borrowed,2011,5.8,PG-13,112,"Comedy, Drama, Romance"
Fracture,2007,7.2,R,113,"Crime, Drama, Thriller"
Crawl,2019,6.1,R,87,"Action, Adventure, Horror"
The Sisterhood of the Traveling Pants,2005,6.5,PG,119,"Comedy, Drama, Romance"
Primary Colors,1998,6.7,R,143,"Comedy, Drama"
Earth to Echo,2014,5.7,PG,91,"Adventure, Family, Sci-Fi"
Hot Shots! Part Deux,1993,6.6,PG-13,86,"Action, Comedy"
Romeo and Juliet,1968,7.6,PG,138,"Drama, Romance"
French Kiss,1995,6.6,PG-13,111,"Comedy, Drama, Romance"
The Paper,1994,6.6,R,112,"Comedy, Drama"
Little Shop of Horrors,1986,7.1,PG-13,94,"Comedy, Horror, Musical"
Stardust,2007,7.6,PG-13,127,"Adventure, Family, Fantasy"
Happy Gilmore,1996,7.0,PG-13,92,"Comedy, Sport"
The Ghost and the Darkness,1996,6.8,R,110,"Adventure, Drama, Thriller"
On Deadly Ground,1994,4.5,R,101,"Action, Adventure, Thriller"
Nerve,2016,6.5,PG-13,96,"Action, Adventure, Crime"
Surrogates,2009,6.3,PG-13,89,"Action, Sci-Fi, Thriller"
Sex Tape,2014,5.1,R,94,"Comedy, Romance"
Spy Kids 4: All the Time in the World,2011,3.5,PG,89,"Action, Adventure, Comedy"
Rock of Ages,2012,5.9,PG-13,123,"Comedy, Drama, Musical"
Gridiron Gang,2006,7.0,PG-13,125,"Biography, Crime, Drama"
Pride & Prejudice,2005,7.8,PG,129,"Drama, Romance"
47 Ronin,2013,6.2,PG-13,128,"Action, Drama, Fantasy"
Last Holiday,2006,6.5,PG-13,112,"Comedy, Romance"
Evolution,2001,6.1,PG-13,101,"Comedy, Sci-Fi"
Cruel Intentions,1999,6.8,R,97,"Drama, Romance"
Brooklyn,2015,7.5,PG-13,117,"Drama, Romance"
Higher Learning,1995,6.5,R,128,"Crime, Drama, Thriller"
Not Another Teen Movie,2001,5.7,R,89,Comedy
Meet the Spartans,2008,2.8,PG-13,87,"Comedy, Fantasy"
Undercover Brother,2002,5.9,PG-13,86,"Action, Comedy"
Mighty Morphin Power Rangers: The Movie,1995,5.2,PG,95,"Action, Adventure, Family"
Scream 4,2011,6.2,R,111,"Comedy, Horror, Mystery"
Treasure Planet,2002,7.2,PG,95,"Animation, Adventure, Family"
10 Things I Hate About You,1999,7.3,PG-13,97,"Comedy, Drama, Romance"
Ninja Assassin,2009,6.3,R,99,"Action, Thriller"
Ri¢hie Ri¢h,1994,5.4,PG,95,"Comedy, Family"
Harold & Kumar Escape from Guantanamo Bay,2008,6.5,R,114,"Adventure, Comedy"
Showtime,2002,5.5,PG-13,95,"Action, Comedy, Crime"
Urban Legend,1998,5.6,R,99,"Horror, Mystery, Thriller"
Jigsaw,2017,5.7,R,92,"Crime, Horror, Mystery"
Dead Again,1991,6.8,R,107,"Crime, Drama, Mystery"
Seven Years in Tibet,1997,7.1,PG-13,136,"Adventure, Biography, Drama"
40 Days and 40 Nights,2002,5.6,R,96,"Comedy, Romance"
First Sunday,2008,4.5,PG-13,98,"Comedy, Crime, Drama"
The Brothers Grimm,2005,5.9,PG-13,118,"Action, Adventure, Comedy"
"Big Mommas: Like Father, Like Son",2011,4.4,PG-13,107,"Action, Comedy, Crime"
Jeepers Creepers,2001,6.2,R,90,"Horror, Mystery"
Wild,2014,7.1,R,115,"Adventure, Biography, Drama"
Bedazzled,2000,6.1,PG-13,93,"Comedy, Fantasy"
It Could Happen to You,1994,6.4,PG,101,"Comedy, Drama, Romance"
Head of State,2003,5.4,PG-13,95,Comedy
Mars Attacks!,1996,6.4,PG-13,106,"Comedy, Sci-Fi"
The Secret Life of Bees,2008,7.2,PG-13,114,Drama
Sky Captain and the World of Tomorrow,2004,6.1,PG,106,"Action, Adventure, Mystery"
Autumn in New York,2000,5.6,PG-13,103,"Drama, Romance"
August: Osage County,2013,7.2,R,121,"Comedy, Drama"
For Colored Girls,2010,6.2,R,134,Drama
Philomena,2013,7.6,PG-13,98,"Biography, Comedy, Drama"
How Stella Got Her Groove Back,1998,5.7,R,124,"Comedy, Drama, Romance"
Red Riding Hood,2011,5.4,PG-13,100,"Fantasy, Horror, Mystery"
The Nativity Story,2005,6.8,PG,101,"Adventure, Drama, Family"
First Knight,1995,6.0,PG-13,134,"Action, Adventure, Drama"
Out of Sight,1998,7.0,R,123,"Comedy, Crime, Drama"
In Time,2011,6.7,PG-13,109,"Action, Sci-Fi, Thriller"
Abraham Lincoln: Vampire Hunter,2012,5.9,R,105,"Action, Fantasy, Horror"
Invictus,2009,7.3,PG-13,134,"Action, Biography, Drama"
The Back-up Plan,2010,5.3,PG-13,104,"Comedy, Romance"
Raising Helen,2004,6.0,PG-13,119,"Comedy, Drama, Romance"
The Longest Ride,2015,7.0,PG-13,123,"Comedy, Drama, Romance"
Man of the Year,2006,6.2,PG-13,115,"Comedy, Drama, Romance"
Paul,2011,6.9,R,104,"Adventure, Comedy, Sci-Fi"
Lawless,2012,7.2,R,116,"Biography, Crime, Drama"
The Wild,2006,5.2,G,95,"Animation, Adventure, Comedy"
J. Edgar,2011,6.5,R,137,"Biography, Drama, Romance"
Jumping the Broom,2011,5.7,PG-13,112,"Comedy, Drama"
The Change-Up,2011,6.3,R,112,"Comedy, Fantasy"
Crossroads,2002,3.5,PG-13,93,"Comedy, Drama, Romance"
28 Days,2000,6.1,PG-13,103,"Comedy, Drama"
The Guilt Trip,2012,5.8,PG-13,95,"Comedy, Drama"
Brubaker,1980,7.1,R,131,"Crime, Drama"
30 Minutes or Less,2011,6.1,R,83,"Action, Comedy, Crime"
Keeping the Faith,2000,6.4,PG-13,128,"Comedy, Drama, Romance"
Fight Club,1999,8.8,R,139,Drama
Sphere,1998,6.1,PG-13,134,"Action, Mystery, Sci-Fi"
The Family That Preys,2008,5.8,PG-13,111,Drama
State of Play,2009,7.1,PG-13,127,"Crime, Drama, Mystery"
Clockstoppers,2002,5.2,PG,94,"Action, Adventure, Comedy"
Carlito's Way,1993,7.9,R,144,"Crime, Drama, Thriller"
That's My Boy,2012,5.5,R,116,Comedy
Uptown Girls,2003,6.1,PG-13,92,"Comedy, Drama, Romance"
The Family,2013,6.3,R,111,"Comedy, Crime, Thriller"
Matchstick Men,2003,7.3,PG-13,116,"Comedy, Crime, Drama"
16 Blocks,2006,6.6,PG-13,102,"Action, Drama, Thriller"
Risen,2016,6.3,PG-13,107,"Action, Drama, History"
Just Cause,1995,6.4,R,102,"Action, Crime, Drama"
Kiss of the Dragon,2001,6.6,R,98,"Action, Crime, Thriller"
Notorious,2009,6.6,R,122,"Biography, Crime, Drama"
My Favorite Martian,1999,5.1,PG,94,"Comedy, Family, Sci-Fi"
Bounce,2000,5.8,PG-13,106,"Drama, Romance"
The Brave One,2007,6.7,R,122,"Action, Crime, Drama"
The Heartbreak Kid,2007,5.8,R,116,"Comedy, Romance"
Rear Window,1954,8.5,PG,112,"Mystery, Thriller"
Junior,1994,4.7,PG-13,109,"Comedy, Romance, Sci-Fi"
Alive,1993,7.1,R,120,"Biography, Drama, Thriller"
Recess: School's Out,2001,6.5,G,82,"Animation, Adventure, Comedy"
Colombiana,2011,6.4,PG-13,108,"Action, Drama, Thriller"
8MM,1999,6.5,R,123,"Crime, Drama, Mystery"
Vampires Suck,2010,3.4,PG-13,82,"Comedy, Horror"
Taxi,2004,4.5,PG-13,97,"Action, Comedy, Crime"
Freedom Writers,2007,7.6,PG-13,123,"Biography, Crime, Drama"
"To Wong Foo Thanks for Everything, Julie Newmar",1995,6.6,PG-13,109,"Comedy, Drama"
The Gentlemen,2019,7.8,R,113,"Action, Comedy, Crime"
Son in Law,1993,5.8,PG-13,95,"Comedy, Drama, Romance"
Million Dollar Arm,2014,7.0,PG,124,"Biography, Drama, Sport"
Vegas Vacation,1997,5.9,PG,93,Comedy
All of Me,1984,6.6,PG,93,"Comedy, Fantasy, Romance"
The Thin Red Line,1998,7.6,R,170,"Drama, History, War"
Sucker Punch,2011,6.0,PG-13,110,"Action, Adventure, Fantasy"
Beauty Shop,2005,5.6,PG-13,105,Comedy
The Commuter,2018,6.3,PG-13,104,"Action, Mystery, Thriller"
Accepted,2006,6.4,PG-13,93,Comedy
Death Race,2008,6.4,R,105,"Action, Sci-Fi, Thriller"
Sliver,1993,5.0,R,107,"Drama, Thriller"
Universal Soldier,1992,6.1,R,102,"Action, Sci-Fi"
The Sentinel,2006,6.1,PG-13,108,"Action, Crime, Thriller"
The Nice Guys,2016,7.3,R,116,"Action, Comedy, Crime"
The 15:17 to Paris,2018,5.3,PG-13,94,"Biography, Drama, Thriller"
American Assassin,2017,6.2,R,111,"Action, Thriller"
Ultimo tango a Parigi,1972,6.9,NC-17,129,"Drama, Romance"
Mile 22,2018,6.1,R,94,"Action, Thriller"
Walking with Dinosaurs 3D,2013,5.2,PG,87,"Animation, Adventure, Comedy"
Hanging Up,2000,4.8,PG-13,94,"Comedy, Drama"
Set It Off,1996,6.8,R,123,"Action, Crime, Drama"
Derailed,2005,6.6,R,108,"Crime, Drama, Thriller"
What a Girl Wants,2003,5.8,PG,105,"Comedy, Drama, Family"
In the Bedroom,2001,7.4,R,131,"Crime, Drama"
Mortal Kombat: Annihilation,1997,3.6,PG-13,95,"Action, Adventure, Fantasy"
The Pink Panther 2,2009,5.6,PG,92,"Action, Adventure, Comedy"
The Theory of Everything,2014,7.7,PG-13,123,"Biography, Drama, Romance"
Alpha,2018,6.6,PG-13,96,"Action, Adventure, Drama"
The Boy,2016,6.0,PG-13,97,"Horror, Mystery, Thriller"
The Island,2005,6.8,PG-13,136,"Action, Sci-Fi, Thriller"
Shine,1996,7.7,PG-13,105,"Biography, Drama, Music"
National Security,2003,5.6,PG-13,88,"Action, Comedy, Crime"
Trouble with the Curve,2012,6.8,PG-13,111,"Drama, Sport"
The Mothman Prophecies,2002,6.4,PG-13,119,"Drama, Horror, Mystery"
Changeling,2008,7.8,R,141,"Biography, Crime, Drama"
Robin Hood: Men in Tights,1993,6.7,PG-13,104,"Adventure, Comedy, Musical"
Jeepers Creepers 2,2003,5.6,R,106,Horror
Smokin' Aces,2006,6.6,R,109,"Action, Comedy, Crime"
The Indian in the Cupboard,1995,6.0,PG,96,"Drama, Family, Fantasy"
Larry Crowne,2011,6.1,PG-13,98,"Comedy, Drama, Romance"
The American,2010,6.3,R,105,"Action, Crime, Drama"
Dirty Grandpa,2016,5.9,R,102,Comedy
Children of Men,2006,7.9,R,109,"Action, Drama, Sci-Fi"
The Ringer,2005,5.8,PG-13,94,"Comedy, Sport"
Selena,1997,6.8,PG,127,"Biography, Drama, Music"
The Intruder,2019,5.6,PG-13,102,"Horror, Thriller"
Peppermint,2018,6.4,R,101,"Action, Thriller"
The Hustle,2019,5.4,PG-13,93,"Comedy, Crime"
The Boy Next Door,2015,4.7,R,91,Thriller
The Messengers,2007,5.3,PG-13,90,"Drama, Horror, Mystery"
The Watch,2012,5.7,R,102,"Comedy, Sci-Fi"
Intolerable Cruelty,2003,6.3,PG-13,100,"Comedy, Crime, Romance"
Money Train,1995,5.7,R,110,"Action, Comedy, Crime"
Frankenweenie,2012,6.9,PG,87,"Animation, Comedy, Drama"
The Flintstones in Viva Rock Vegas,2000,3.7,PG,90,"Comedy, Family, Romance"
Carrie,2013,5.8,R,100,"Drama, Horror"
Honeymoon in Vegas,1992,5.8,PG-13,96,"Comedy, Romance, Thriller"
The Number 23,2007,6.4,R,98,"Crime, Mystery, Thriller"
The Doors,1991,7.2,R,140,"Biography, Drama, Music"
K-19: The Widowmaker,2002,6.7,PG-13,138,"Drama, History, Thriller"
For Love of the Game,1999,6.6,PG-13,137,"Drama, Romance, Sport"
Star Wars: The Clone Wars,2008,5.9,PG,98,"Animation, Action, Adventure"
Last Christmas,2019,6.5,PG-13,103,"Comedy, Drama, Fantasy"
Ouija: Origin of Evil,2016,6.2,PG-13,99,"Drama, Horror, Mystery"
Dragon: The Bruce Lee Story,1993,7.0,PG-13,120,"Action, Biography, Drama"
Deck the Halls,2006,5.0,PG,93,"Comedy, Family"
Pan,2015,5.7,PG,111,"Action, Adventure, Comedy"
The Hot Chick,2002,5.5,PG-13,104,"Comedy, Fantasy"
Step Up Revolution,2012,6.4,PG-13,99,"Drama, Music, Romance"
Drive,2011,7.8,R,100,"Action, Drama"
Green Zone,2010,6.8,R,115,"Action, Drama, Thriller"
The Skulls,2000,5.6,PG-13,106,"Action, Crime, Drama"
A Very Harold & Kumar 3D Christmas,2011,6.2,R,90,"Adventure, Comedy"
Good Deeds,2012,5.6,PG-13,129,"Comedy, Drama, Romance"
50/50,2011,7.6,R,100,"Comedy, Drama, Romance"
Excalibur,1981,7.3,PG,140,"Adventure, Drama, Fantasy"
Good Luck Chuck,2007,5.6,R,101,"Comedy, Romance"
The 5th Wave,2016,5.2,PG-13,112,"Action, Adventure, Sci-Fi"
Freddy's Dead: The Final Nightmare,1991,4.7,R,89,"Fantasy, Horror"
A Thin Line Between Love and Hate,1996,5.6,R,108,"Comedy, Crime, Drama"
Take the Lead,2006,6.6,PG-13,118,"Drama, Music"
Cradle 2 the Grave,2003,5.8,R,101,"Action, Crime, Drama"
Judge Dredd,1995,5.6,R,96,"Action, Crime, Sci-Fi"
Licence to Kill,1989,6.6,PG-13,133,"Action, Adventure, Thriller"
Addicted to Love,1997,6.1,R,100,"Comedy, Romance"
Hostage,2005,6.5,R,113,"Action, Crime, Drama"
The 6th Day,2000,5.9,PG-13,123,"Action, Mystery, Sci-Fi"
Thirteen Days,2000,7.3,PG-13,145,"Drama, History, Thriller"
Man on the Moon,1999,7.4,R,118,"Biography, Comedy, Drama"
Jack Frost,1998,5.4,PG,101,"Comedy, Drama, Family"
Concussion,2015,7.1,PG-13,123,"Biography, Drama, Sport"
Courageous,2011,6.8,PG-13,130,Drama
Hot Pursuit,2015,5.1,PG-13,87,"Action, Comedy, Crime"
Monster,2003,7.3,R,109,"Biography, Crime, Drama"
Eternal Sunshine of the Spotless Mind,2004,8.3,R,108,"Drama, Romance, Sci-Fi"
The Foreigner,2017,7.0,R,113,"Action, Thriller"
The Favourite,2018,7.5,R,119,"Biography, Comedy, Drama"
Inferno,2016,6.2,PG-13,121,"Action, Adventure, Crime"
Texas Chainsaw 3D,2013,4.8,R,92,"Horror, Thriller"
Malibu's Most Wanted,2003,5.2,PG-13,86,"Comedy, Crime"
Babel,2006,7.5,R,143,Drama
Alexander,2004,5.6,R,175,"Action, Biography, Drama"
This Is Where I Leave You,2014,6.6,R,103,"Comedy, Drama"
The Hunted,2003,6.0,R,94,"Action, Crime, Drama"
The Reader,2008,7.6,R,124,"Drama, Romance"
The Best Man,1999,6.7,R,120,"Comedy, Drama, Romance"
My Dog Skip,2000,7.0,PG,95,"Comedy, Drama, Family"
Instinct,1999,6.5,R,126,"Drama, Thriller"
The Truth About Cats & Dogs,1996,6.3,PG-13,97,"Comedy, Romance"
Snakes on a Plane,2006,5.5,R,105,"Action, Adventure, Crime"
The Duff,2015,6.4,PG-13,101,"Comedy, Romance"
Death Wish,2018,6.3,R,107,"Action, Crime, Drama"
"Everything, Everything",2017,6.3,PG-13,96,"Drama, Romance"
Closer,2004,7.2,R,104,"Drama, Romance"
The Relic,1997,5.8,R,110,"Horror, Mystery, Sci-Fi"
Mickey Blue Eyes,1999,5.9,PG-13,102,"Comedy, Crime, Romance"
All About Steve,2009,4.8,PG-13,99,"Comedy, Romance"
Stuck on You,2003,5.8,PG-13,118,Comedy
Wind River,2017,7.7,R,107,"Crime, Drama, Mystery"
Where the Heart Is,2000,6.7,PG-13,120,"Comedy, Drama, Romance"
Dreamcatcher,2003,5.5,R,136,"Drama, Horror, Sci-Fi"
Geostorm,2017,5.3,PG-13,109,"Action, Sci-Fi, Thriller"
Nell,1994,6.5,PG-13,112,Drama
The Punisher,2004,6.4,R,124,"Action, Crime, Drama"
The Gambler,2014,6.0,R,111,"Crime, Drama, Thriller"
Dying Young,1991,6.0,R,111,"Drama, Romance"
Marmaduke,2010,4.3,PG,99,"Comedy, Family"
R.I.P.D.,2013,5.6,PG-13,96,"Action, Adventure, Comedy"
Flags of Our Fathers,2006,7.1,R,135,"Action, Adventure, Drama"
Devil,2010,6.3,PG-13,80,"Horror, Mystery, Thriller"
The Constant Gardener,2005,7.4,R,129,"Drama, Mystery, Romance"
The Spy Who Dumped Me,2018,6.0,R,117,"Action, Adventure, Comedy"
I Spy,2002,5.4,PG-13,97,"Action, Adventure, Comedy"
Pay It Forward,2000,7.2,PG-13,123,Drama
Semi-Pro,2008,5.8,R,91,"Comedy, Sport"
Fireproof,2008,6.4,PG,122,"Drama, Romance"
Street Fighter,1994,4.0,PG-13,102,"Action, Adventure, Comedy"
Black Knight,2001,4.9,PG-13,95,"Adventure, Comedy, Fantasy"
Doubt,2008,7.5,PG-13,104,"Drama, Mystery"
Blue Jasmine,2013,7.3,PG-13,98,"Comedy, Drama"
Planet of the Apes,1968,8.0,G,112,"Adventure, Sci-Fi"
Halloween II,2009,4.8,R,105,Horror
Jojo Rabbit,2019,7.9,PG-13,108,"Comedy, Drama, War"
Monster Trucks,2016,5.6,PG,104,"Action, Adventure, Comedy"
See Spot Run,2001,5.3,PG,94,"Action, Comedy, Crime"
The Long Kiss Goodnight,1996,6.8,R,121,"Action, Crime, Drama"
The Informant!,2009,6.5,R,108,"Biography, Comedy, Crime"
Woman in Gold,2015,7.3,PG-13,109,"Biography, Drama, History"
Mr. Bean's Holiday,2007,6.4,G,90,"Comedy, Family"
Grand Canyon,1991,6.9,R,134,"Crime, Drama"
Breach,2007,7.0,PG-13,110,"Biography, Crime, Drama"
Le fabuleux destin d'Amélie Poulain,2001,8.3,R,122,"Comedy, Romance"
Forget Paris,1995,6.5,PG-13,101,"Comedy, Romance"
Striptease,1996,4.5,R,115,"Comedy, Crime, Drama"
Matilda,1996,6.9,PG,98,"Comedy, Family, Fantasy"
Zodiac,2007,7.7,R,157,"Crime, Drama, Mystery"
The Second Best Exotic Marigold Hotel,2015,6.5,PG,122,"Comedy, Drama, Romance"
The Rite,2011,6.0,PG-13,114,"Drama, Horror, Mystery"
Arthur,2011,5.7,PG-13,110,"Comedy, Romance"
Daylight,1996,5.9,PG-13,114,"Action, Adventure, Drama"
Friday After Next,2002,5.7,R,85,"Comedy, Drama"
Mercury Rising,1998,6.1,R,111,"Action, Crime, Drama"
In Her Shoes,2005,6.5,PG-13,130,"Comedy, Drama, Romance"
Blade Runner,1982,8.1,R,117,"Action, Drama, Sci-Fi"
Bad News Bears,2005,5.8,PG-13,113,"Comedy, Sport"
The Joy Luck Club,1993,7.7,R,139,Drama
Drillbit Taylor,2008,5.7,PG-13,110,"Action, Comedy, Crime"
Balls of Fury,2007,5.3,PG-13,90,"Comedy, Crime, Sport"
Team America: World Police,2004,7.2,R,98,"Action, Comedy"
The Last House on the Left,2009,6.5,R,110,"Horror, Thriller"
Hereafter,2010,6.5,PG-13,129,"Drama, Fantasy, Romance"
Annihilation,2018,6.8,R,115,"Adventure, Drama, Horror"
Driven,2001,4.6,PG-13,116,"Action, Drama, Sport"
Dreamer: Inspired by a True Story,2005,6.8,PG,106,"Drama, Family, Sport"
Tommy Boy,1995,7.1,PG-13,97,"Adventure, Comedy"
The 13th Warrior,1999,6.6,R,102,"Action, Adventure, History"
Taking Lives,2004,6.2,R,103,"Crime, Mystery, Thriller"
When in Rome,2010,5.5,PG-13,91,"Comedy, Romance"
Return to Me,2000,6.9,PG,115,"Comedy, Drama, Romance"
Because of Winn-Dixie,2005,6.3,PG,106,"Comedy, Drama, Family"
Don't Breathe 2,2021,6.0,R,98,"Action, Crime, Horror"
Just Friends,2005,6.2,PG-13,96,"Comedy, Romance"
Proof of Life,2000,6.3,R,135,"Action, Drama, Thriller"
Hard Target,1993,6.2,R,97,"Action, Crime, Thriller"
The Pianist,2002,8.5,R,150,"Biography, Drama, Music"
Darkness Falls,2003,4.9,PG-13,86,"Fantasy, Horror, Mystery"
Bend It Like Beckham,2002,6.7,PG-13,112,"Comedy, Drama, Romance"
Almost Famous,2000,7.9,R,122,"Adventure, Comedy, Drama"
Jungle Fever,1991,6.6,R,132,"Drama, Romance"
Unfriended,2014,5.6,R,83,"Horror, Mystery, Thriller"
October Sky,1999,7.8,PG,108,"Biography, Drama, Family"
Mother's Day,2016,5.6,PG-13,118,"Comedy, Drama, Romance"
Paranormal Activity: The Marked Ones,2014,5.0,R,84,"Horror, Mystery"
The Men Who Stare at Goats,2009,6.2,R,94,"Comedy, War"
The Sandlot,1993,7.8,PG,101,"Comedy, Drama, Family"
Bride of Chucky,1998,5.5,R,89,"Comedy, Horror, Thriller"
Hung fan kui,1995,6.7,R,104,"Action, Comedy, Crime"
(500) Days of Summer,2009,7.7,PG-13,95,"Comedy, Drama, Romance"
Nightcrawler,2014,7.8,R,117,"Crime, Drama, Thriller"
Black Sheep,1996,6.2,PG-13,87,Comedy
Love & Other Drugs,2010,6.7,R,112,"Comedy, Drama, Romance"
Entourage,2015,6.5,R,104,"Comedy, Drama"
Anacondas: The Hunt for the Blood Orchid,2004,4.7,PG-13,97,"Action, Adventure, Horror"
The Love Guru,2008,3.8,PG-13,87,"Comedy, Romance, Sport"
The Age of Innocence,1993,7.2,PG,139,"Drama, Romance"
Fist Fight,2017,5.6,R,91,Comedy
Side Effects,2013,7.1,R,106,"Crime, Drama, Mystery"
Cold Pursuit,2019,6.2,R,119,"Action, Comedy, Crime"
Final Fantasy: The Spirits Within,2001,6.4,PG-13,106,"Animation, Action, Adventure"
Analyze That,2002,5.9,R,96,"Comedy, Crime"
Stealth,2005,5.0,PG-13,121,"Action, Adventure, Sci-Fi"
The Lawnmower Man,1992,5.4,R,108,"Horror, Sci-Fi"
What's the Worst That Could Happen?,2001,5.4,PG-13,94,"Comedy, Crime"
How to Be a Latin Lover,2017,6.0,PG-13,115,"Comedy, Drama"
House of Wax,2005,5.4,R,113,"Horror, Thriller"
Mr. Magorium's Wonder Emporium,2007,6.2,G,93,"Comedy, Family, Fantasy"
The Shadow,1994,6.0,PG-13,108,"Action, Adventure, Crime"
Copycat,1995,6.6,R,123,"Drama, Mystery, Thriller"
Scary Movie 5,2013,3.5,PG-13,88,Comedy
Isle of Dogs,2018,7.8,PG-13,101,"Animation, Adventure, Comedy"
Cellular,2004,6.5,PG-13,94,"Action, Crime, Thriller"
Paper Towns,2015,6.3,PG-13,109,"Adventure, Comedy, Drama"
Psycho,1960,8.5,R,109,"Horror, Mystery, Thriller"
Metro,1997,5.5,R,117,"Action, Comedy, Crime"
"Definitely, Maybe",2008,7.1,PG-13,112,"Comedy, Drama, Romance"
Leaving Las Vegas,1995,7.5,R,111,"Drama, Romance"
Murder by Numbers,2002,6.1,R,115,"Crime, Mystery, Thriller"
Cop & ½,1993,4.1,PG,97,"Comedy, Crime, Family"
Patriots Day,2016,7.3,R,133,"Action, Crime, Drama"
Extremely Loud & Incredibly Close,2011,6.9,PG-13,129,"Adventure, Drama, Mystery"
Milk,2008,7.5,R,128,"Biography, Drama"
Push,2009,6.1,PG-13,111,"Action, Sci-Fi, Thriller"
Lake Placid,1999,5.8,R,82,"Action, Comedy, Horror"
9,2009,7.0,PG-13,79,"Animation, Action, Adventure"
The Wedding Date,2005,6.1,PG-13,90,"Comedy, Romance"
Transporter 3,2008,6.0,PG-13,104,"Action, Adventure, Thriller"
Nobody's Fool,2018,4.9,R,110,"Comedy, Drama, Romance"
Quarantine,2008,5.9,R,89,"Horror, Sci-Fi, Thriller"
Paint Your Wagon,1969,6.6,PG-13,164,"Comedy, Drama, Musical"
The Soloist,2009,6.7,PG-13,117,"Biography, Drama, Music"
August Rush,2007,7.4,PG,114,"Drama, Music"
House at the End of the Street,2012,5.5,PG-13,101,"Drama, Horror, Thriller"
For Richer or Poorer,1997,5.8,PG-13,115,Comedy
From Hell,2001,6.7,R,122,"Horror, Mystery, Thriller"
Rob Roy,1995,6.9,R,139,"Adventure, Biography, Drama"
One Hour Photo,2002,6.8,R,96,"Drama, Thriller"
She's Out of My League,2010,6.4,R,104,"Comedy, Romance"
Chappie,2015,6.8,R,120,"Action, Crime, Drama"
United 93,2006,7.6,R,111,"Action, Drama, History"
Little Big Man,1970,7.6,PG-13,139,"Adventure, Comedy, Drama"
"Good Night, and Good Luck.",2005,7.4,PG,93,"Biography, Drama, History"
Scott Pilgrim vs. the World,2010,7.5,PG-13,112,"Action, Comedy, Fantasy"
A History of Violence,2005,7.4,R,96,"Action, Crime, Drama"
Nick and Norah's Infinite Playlist,2008,6.6,PG-13,90,"Comedy, Drama, Music"
Zack and Miri Make a Porno,2008,6.5,R,101,"Comedy, Romance"
Adrift,2018,6.6,PG-13,96,"Action, Adventure, Biography"
The Eye,2008,5.4,PG-13,98,"Horror, Mystery"
Eddie,1996,5.1,PG-13,100,"Comedy, Sport"
Daddy's Little Girls,2007,5.8,PG-13,100,"Drama, Romance"
Monster's Ball,2001,7.1,R,111,"Drama, Romance"
Beverly Hills Ninja,1997,5.5,PG-13,88,"Action, Comedy"
Leatherheads,2008,6.0,PG-13,114,"Comedy, Drama, Romance"
The Core,2003,5.5,PG-13,135,"Action, Adventure, Sci-Fi"
Johnson Family Vacation,2004,4.5,PG-13,97,Comedy
The Debt,2010,6.8,R,113,"Drama, Thriller"
The Mortal Instruments: City of Bones,2013,5.8,PG-13,130,"Action, Adventure, Fantasy"
Charlie St. Cloud,2010,6.4,PG-13,100,"Drama, Fantasy, Romance"
A Perfect World,1993,7.5,PG-13,138,"Crime, Drama, Thriller"
How High,2001,6.2,R,93,"Comedy, Fantasy"
Gods of Egypt,2016,5.4,PG-13,127,"Action, Adventure, Fantasy"
True Grit,1969,7.4,G,128,"Adventure, Drama, Western"
Crimson Peak,2015,6.5,R,119,"Drama, Horror, Mystery"
Picture Perfect,1997,5.5,PG-13,101,"Comedy, Drama, Romance"
Random Hearts,1999,5.3,R,133,"Drama, Mystery, Romance"
The Pirates! In an Adventure with Scientists!,2012,6.7,PG,88,"Animation, Adventure, Comedy"
