Movie,Year,IMDb,Rating,Runtime,Genre
The Santa Clause,1994,6.5,PG,97,"Comedy, Drama, Family"
"I, Robot",2004,7.1,PG-13,115,"Action, Mystery, Sci-Fi"
Lethal Weapon 3,1992,6.7,R,118,"Action, Crime, Thriller"
The Fast and the Furious,2001,6.8,PG-13,106,"Action, Crime, Thriller"
Doctor Dolittle,1998,5.4,PG-13,85,"Comedy, Family, Fantasy"
Mamma Mia!,2008,6.5,PG-13,108,"Comedy, Musical, Romance"
Pokémon: Detective Pikachu,2019,6.5,PG,104,"Action, Adventure, Comedy"
Kung Fu Panda 3,2016,7.1,PG,95,"Animation, Action, Adventure"
Juno,2007,7.5,PG-13,96,"Comedy, Drama"
Marley & Me,2008,7.0,PG,111,"Comedy, Drama, Family"
The Meg,2018,5.6,PG-13,113,"Action, Horror, Sci-Fi"
The Smurfs,2011,5.4,PG,103,"Animation, Adventure, Comedy"
Once Upon a Time... in Hollywood,2019,7.6,R,161,"Comedy, Drama"
xXx,2002,5.8,PG-13,124,"Action, Adventure, Thriller"
The Jungle Book,1967,7.6,G,78,"Animation, Adventure, Comedy"
The Chronicles of Narnia: Prince Caspian,2008,6.5,PG,150,"Action, Adventure, Family"
Pocahontas,1995,6.7,G,81,"Animation, Adventure, Drama"
A Few Good Men,1992,7.7,R,138,"Drama, Thriller"
Slumdog Millionaire,2008,8.0,R,120,"Crime, Drama, Romance"
Rush Hour,1998,7.0,PG-13,98,"Action, Comedy, Crime"
The Blair Witch Project,1999,6.5,R,81,"Horror, Mystery"
Deep Impact,1998,6.2,PG-13,120,"Action, Drama, Sci-Fi"
Shazam!,2019,7.0,PG-13,132,"Action, Adventure, Comedy"
Ocean's Eight,2018,6.3,PG-13,110,"Action, Comedy, Crime"
Rush Hour 3,2007,6.2,PG-13,91,"Action, Comedy, Crime"
Stuart Little,1999,6.0,PG,84,"Adventure, Comedy, Family"
Taken 2,2012,6.2,PG-13,92,"Action, Crime, Thriller"
Sister Act,1992,6.5,PG,100,"Comedy, Family, Music"
The Matrix Revolutions,2003,6.7,R,129,"Action, Sci-Fi"
The King's Speech,2010,8.0,R,118,"Biography, Drama, History"
Cheaper by the Dozen,2003,5.9,PG,98,"Comedy, Family"
Bad Boys II,2003,6.6,R,147,"Action, Comedy, Crime"
21 Jump Street,2012,7.2,R,109,"Action, Comedy, Crime"
Good Will Hunting,1997,8.3,R,126,"Drama, Romance"
Split,2016,7.3,PG-13,117,"Horror, Thriller"
A Christmas Carol,2009,6.8,PG,96,"Animation, Adventure, Comedy"
Dinosaur,2000,6.4,PG,82,"Animation, Adventure, Drama"
Ready Player One,2018,7.4,PG-13,140,"Action, Adventure, Sci-Fi"
The Conjuring,2013,7.5,R,112,"Horror, Mystery, Thriller"
Click,2006,6.4,PG-13,107,"Comedy, Drama, Fantasy"
The Green Mile,1999,8.6,R,189,"Crime, Drama, Fantasy"
Ransom,1996,6.7,R,121,"Action, Crime, Thriller"
Godzilla,1998,5.4,PG-13,139,"Action, Sci-Fi, Thriller"
Argo,2012,7.7,R,120,"Biography, Drama, Thriller"
Anger Management,2003,6.2,PG-13,106,Comedy
Chicken Little,2005,5.7,G,81,"Animation, Adventure, Comedy"
Patch Adams,1998,6.8,PG-13,115,"Biography, Comedy, Drama"
Ride Along,2014,6.1,PG-13,99,"Action, Comedy, Crime"
Live Free or Die Hard,2007,7.1,PG-13,128,"Action, Thriller"
The Incredible Hulk,2008,6.6,PG-13,112,"Action, Adventure, Sci-Fi"
Wanted,2008,6.7,R,110,"Action, Crime, Thriller"
Identity Thief,2013,5.7,R,111,"Comedy, Crime, Drama"
Superman,1978,7.4,PG,143,"Action, Adventure, Sci-Fi"
The Rock,1996,7.4,R,136,"Action, Adventure, Thriller"
Mission: Impossible III,2006,6.9,PG-13,126,"Action, Adventure, Thriller"
Grown Ups 2,2013,5.3,PG-13,101,Comedy
Troy,2004,7.3,R,163,"Drama, History"
Angels & Demons,2009,6.7,PG-13,138,"Action, Mystery, Thriller"
Alvin and the Chipmunks: Chipwrecked,2011,4.3,G,87,"Animation, Adventure, Comedy"
Bringing Down the House,2003,5.6,PG-13,105,Comedy
The Wolverine,2013,6.7,PG-13,126,"Action, Sci-Fi"
Wonder,2017,7.9,PG,113,"Drama, Family"
The Departed,2006,8.5,R,151,"Crime, Drama, Thriller"
Hulk,2003,5.6,PG-13,138,"Action, Sci-Fi"
Silver Linings Playbook,2012,7.7,R,122,"Comedy, Drama, Romance"
Minority Report,2002,7.7,PG-13,145,"Action, Crime, Mystery"
4: Rise of the Silver Surfer,2007,5.6,PG,92,"Action, Adventure, Fantasy"
The Last Airbender,2010,4.0,PG,103,"Action, Adventure, Family"
Rio 2,2014,6.3,G,101,"Animation, Adventure, Comedy"
Lara Croft: Tomb Raider,2001,5.7,PG-13,100,"Action, Adventure, Fantasy"
The Flintstones,1994,5.0,PG,91,"Comedy, Family, Fantasy"
Lethal Weapon 4,1998,6.6,R,127,"Action, Crime, Thriller"
Get Smart,2008,6.5,PG-13,110,"Action, Adventure, Comedy"
Insurgent,2015,6.2,PG-13,119,"Action, Adventure, Sci-Fi"
The Peanuts Movie,2015,7.0,G,88,"Animation, Adventure, Comedy"
Transformers: The Last Knight,2017,5.2,PG-13,154,"Action, Adventure, Sci-Fi"
American Gangster,2007,7.8,R,157,"Biography, Crime, Drama"
American Beauty,1999,8.4,R,122,Drama
Ghostbusters: Afterlife,2021,7.1,PG-13,124,"Adventure, Comedy, Fantasy"
The Ring,2002,7.1,PG-13,115,"Horror, Mystery"
The Nutty Professor,1996,5.7,PG-13,95,"Comedy, Romance, Sci-Fi"
Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,2006,7.3,R,84,Comedy
Ghostbusters,2016,6.9,PG-13,117,"Action, Comedy, Fantasy"
Kingsman: The Secret Service,2014,7.7,R,129,"Action, Adventure, Comedy"
Robots,2005,6.4,PG,91,"Animation, Adventure, Comedy"
Shutter Island,2010,8.2,R,138,"Mystery, Thriller"
Into the Woods,2014,5.9,PG,125,"Adventure, Comedy, Drama"
Rocky IV,1985,6.8,PG,91,"Drama, Sport"
Enchanted,2007,7.1,PG,107,"Animation, Adventure, Comedy"
The Curious Case of Benjamin Button,2008,7.8,PG-13,166,"Drama, Fantasy, Romance"
Central Intelligence,2016,6.3,PG-13,107,"Action, Comedy, Crime"
Anchorman 2: The Legend Continues,2013,6.3,PG-13,119,Comedy
Sweet Home Alabama,2002,6.2,PG-13,108,"Comedy, Romance"
Bumblebee,2018,6.7,PG-13,114,"Action, Adventure, Sci-Fi"
2 Fast 2 Furious,2003,5.9,PG-13,107,"Action, Crime, Thriller"
My Best Friend's Wedding,1997,6.3,PG-13,105,"Comedy, Drama, Romance"
Super 8,2011,7.0,PG-13,112,"Action, Mystery, Sci-Fi"
The World Is Not Enough,1999,6.4,PG-13,128,"Action, Adventure, Thriller"
Lucy,2014,6.4,R,89,"Action, Sci-Fi, Thriller"
The Legend of Tarzan,2016,6.2,PG-13,110,"Action, Adventure, Drama"
Bee Movie,2007,6.1,PG,91,"Animation, Adventure, Comedy"
Sleepless in Seattle,1993,6.8,PG,105,"Comedy, Drama, Romance"
Prometheus,2012,7.0,R,124,"Adventure, Mystery, Sci-Fi"
Safe House,2012,6.7,R,115,"Action, Thriller"
Mr. Deeds,2002,5.8,PG-13,96,"Comedy, Romance"
The Truman Show,1998,8.2,PG,103,"Comedy, Drama"
Erin Brockovich,2000,7.4,R,131,"Biography, Drama"
Ocean's Twelve,2004,6.5,PG-13,125,"Crime, Thriller"
Tomorrow Never Dies,1997,6.5,PG-13,119,"Action, Adventure, Thriller"
Terminator Salvation,2009,6.5,PG-13,115,"Action, Adventure, Sci-Fi"
Charlie's Angels,2000,5.6,PG-13,98,"Action, Adventure, Comedy"
Lone Survivor,2013,7.5,R,121,"Action, Biography, Drama"
Sully,2016,7.4,PG-13,96,"Biography, Drama"
The Vow,2012,6.8,PG-13,104,"Drama, Romance"
Life of Pi,2012,7.9,PG,127,"Adventure, Drama, Fantasy"
The Fault in Our Stars,2014,7.7,PG-13,126,"Drama, Romance"
Cloudy with a Chance of Meatballs,2009,6.9,PG,90,"Animation, Adventure, Comedy"
The Devil Wears Prada,2006,6.9,PG-13,109,"Comedy, Drama"
Something's Gotta Give,2003,6.7,PG-13,128,"Comedy, Drama, Romance"
Traffic,2000,7.6,R,147,"Crime, Drama, Thriller"
The Birdcage,1996,7.2,R,117,Comedy
Rango,2011,7.2,PG,107,"Animation, Action, Adventure"
Nutty Professor II: The Klumps,2000,4.4,PG-13,106,"Comedy, Romance, Sci-Fi"
The Good Dinosaur,2015,6.7,PG,93,"Animation, Adventure, Comedy"
G.I. Joe: Retaliation,2013,5.7,PG-13,110,"Action, Adventure, Sci-Fi"
Clear and Present Danger,1994,6.9,PG-13,141,"Action, Crime, Drama"
The Bodyguard,1992,6.3,R,129,"Action, Drama, Music"
Wayne's World,1992,7.0,PG-13,94,"Comedy, Music"
The Bourne Identity,2002,7.9,PG-13,119,"Action, Mystery, Thriller"
Free Guy,2021,7.1,PG-13,115,"Action, Adventure, Comedy"
Superbad,2007,7.6,R,113,Comedy
Speed,1994,7.3,R,116,"Action, Adventure, Thriller"
50 First Dates,2004,6.8,PG-13,99,"Comedy, Drama, Romance"
Mamma Mia! Here We Go Again,2018,6.6,PG-13,114,"Comedy, Musical, Romance"
Inglourious Basterds,2009,8.3,R,153,"Adventure, Drama, War"
Seabiscuit,2003,7.3,PG-13,140,"Drama, History, Sport"
Van Helsing,2004,6.0,PG-13,131,"Action, Adventure, Fantasy"
Four Christmases,2008,5.7,PG-13,88,"Comedy, Drama, Romance"
I Now Pronounce You Chuck & Larry,2007,5.9,PG-13,115,"Comedy, Romance"
The Mask,1994,6.9,PG-13,101,"Action, Comedy, Crime"
Cloudy with a Chance of Meatballs 2,2013,6.3,PG,95,"Animation, Adventure, Comedy"
Walk the Line,2005,7.8,PG-13,136,"Biography, Drama, Music"
G-Force,2009,5.1,PG,88,"Animation, Action, Adventure"
The Other Guys,2010,6.6,PG-13,107,"Action, Comedy, Crime"
The Sum of All Fears,2002,6.4,PG-13,124,"Action, Drama, Thriller"
Hairspray,2007,6.7,PG,117,"Comedy, Drama, Musical"
The Break-Up,2006,5.8,PG-13,106,"Comedy, Drama, Romance"
A Series of Unfortunate Events,2004,6.8,PG,108,"Adventure, Comedy, Family"
Blades of Glory,2007,6.3,PG-13,93,"Comedy, Sport"
Salt,2010,6.4,PG-13,100,"Action, Thriller"
Basic Instinct,1992,7.0,R,127,"Drama, Mystery, Thriller"
Now You See Me,2013,7.2,PG-13,115,"Crime, Mystery, Thriller"
Ford v Ferrari,2019,8.1,PG-13,152,"Action, Biography, Drama"
Big Momma's House,2000,5.2,PG-13,99,"Action, Comedy, Crime"
Horrible Bosses,2011,6.9,R,98,"Comedy, Crime"
The Nun,2018,5.3,R,96,"Horror, Mystery, Thriller"
Ocean's Thirteen,2007,6.9,PG-13,122,"Crime, Thriller"
Jungle Cruise,2021,6.6,PG-13,127,"Action, Adventure, Comedy"
S.W.A.T.,2003,6.0,PG-13,117,"Action, Adventure, Crime"
The Wolf of Wall Street,2013,8.2,R,180,"Biography, Comedy, Crime"
Double Jeopardy,1999,6.5,R,105,"Crime, Drama, Mystery"
8 Mile,2002,7.2,R,110,"Drama, Music"
The Butler,2013,7.2,PG-13,132,"Biography, Drama"
Green Lantern,2011,5.5,PG-13,114,"Action, Adventure, Sci-Fi"
Notting Hill,1999,7.2,PG-13,124,"Comedy, Drama, Romance"
You've Got Mail,1998,6.7,PG,119,"Comedy, Drama, Romance"
Ghost Rider,2007,5.2,PG-13,110,"Action, Fantasy, Thriller"
Creed II,2018,7.1,PG-13,130,"Drama, Sport"
Remember the Titans,2000,7.8,PG,113,"Biography, Drama, Sport"
District 9,2009,7.9,R,112,"Action, Sci-Fi, Thriller"
Unbroken,2014,7.2,PG-13,137,"Action, Biography, Drama"
Peter Rabbit,2018,6.6,PG,95,"Adventure, Comedy, Crime"
Girls Trip,2017,6.2,R,122,"Adventure, Comedy, Drama"
Dumbo,2019,6.3,PG,112,"Adventure, Family, Fantasy"
Fifty Shades Darker,2017,4.5,R,118,"Drama, Romance, Thriller"
Dodgeball: A True Underdog Story,2004,6.7,PG-13,92,"Comedy, Sport"
The Village,2004,6.6,PG-13,108,"Drama, Mystery, Thriller"
Bolt,2008,6.8,PG,96,"Animation, Adventure, Comedy"
Maleficent: Mistress of Evil,2019,6.6,PG,119,"Adventure, Family, Fantasy"
Wild Wild West,1999,4.9,PG-13,106,"Action, Comedy, Sci-Fi"
Night at the Museum: Secret of the Tomb,2014,6.2,PG,98,"Adventure, Comedy, Family"
Magic Mike,2012,6.1,R,110,"Comedy, Drama"
The Patriot,2000,7.2,R,165,"Action, Drama, History"
Bad Moms,2016,6.2,R,100,Comedy
The Bourne Legacy,2012,6.6,PG-13,135,"Action, Adventure, Thriller"
The Pacifier,2005,5.6,PG,95,"Action, Comedy, Drama"
Dr. Dolittle 2,2001,4.7,PG,87,"Comedy, Family, Fantasy"
It's Complicated,2009,6.5,R,121,"Comedy, Drama, Romance"
Spy Kids,2001,5.6,PG,88,"Action, Adventure, Comedy"
Face/Off,1997,7.3,R,138,"Action, Crime, Sci-Fi"
The Hangover Part III,2013,5.8,R,100,"Comedy, Crime"
Spy Kids 3: Game Over,2003,4.3,PG,84,"Action, Adventure, Comedy"
Doctor Zhivago,1965,7.9,PG-13,197,"Drama, Romance, War"
Enemy of the State,1998,7.3,R,132,"Action, Thriller"
Mr. Peabody & Sherman,2014,6.8,PG,92,"Animation, Adventure, Comedy"
The Last Samurai,2003,7.8,R,154,"Action, Drama"
Glass,2019,6.6,PG-13,129,"Drama, Horror, Sci-Fi"
Spy,2015,7.0,R,120,"Action, Comedy"
Tropic Thunder,2008,7.0,R,107,"Action, Comedy, War"
Godzilla: King of the Monsters,2019,6.0,PG-13,132,"Action, Adventure, Fantasy"
Valentine's Day,2010,5.7,PG-13,125,"Comedy, Romance"
The Grudge,2004,5.9,PG-13,91,"Horror, Mystery, Thriller"
Fun with Dick and Jane,2005,6.1,PG-13,90,"Comedy, Crime"
Freaky Friday,2003,6.3,PG,97,"Comedy, Family, Fantasy"
Trainwreck,2015,6.2,R,125,"Comedy, Drama, Romance"
Bedtime Stories,2008,6.0,PG,99,"Adventure, Comedy, Family"
Scary Movie 3,2003,5.5,PG-13,84,Comedy
Creed,2015,7.6,PG-13,133,"Action, Drama, Sport"
Star Trek IV: The Voyage Home,1986,7.3,PG,119,"Action, Adventure, Comedy"
The 40 Year Old Virgin,2005,7.1,R,116,"Comedy, Romance"
Couples Retreat,2009,5.5,PG-13,113,Comedy
A Time to Kill,1996,7.4,R,149,"Crime, Drama, Thriller"
Black Hawk Down,2001,7.7,R,144,"Action, Drama, History"
Ace Ventura: When Nature Calls,1995,6.4,PG-13,90,"Adventure, Comedy, Crime"
Dune: Part One,2021,8.0,PG-13,155,"Action, Adventure, Drama"
The Upside,2017,7.0,PG-13,126,"Comedy, Drama"
The Princess Diaries,2001,6.3,G,115,"Comedy, Family, Romance"
Superman II,1980,6.8,PG,127,"Action, Adventure, Sci-Fi"
Little Women,2019,7.8,PG,135,"Drama, Romance"
Hop,2011,5.4,PG,95,"Animation, Adventure, Comedy"
Pulp Fiction,1994,8.9,R,154,"Crime, Drama"
Paranormal Activity,2007,6.3,R,86,"Horror, Mystery"
Baby Driver,2017,7.6,R,113,"Action, Crime, Drama"
A League of Their Own,1992,7.3,PG,128,"Comedy, Drama, Sport"
Epic,2013,6.6,PG,102,"Animation, Action, Adventure"
Watchmen,2009,7.6,R,162,"Action, Drama, Mystery"
Angry Birds,2016,6.3,PG,97,"Animation, Action, Adventure"
Batman & Robin,1997,3.7,PG-13,125,"Action, Sci-Fi"
Captain Phillips,2013,7.8,PG-13,134,"Action, Biography, Crime"
Black Swan,2010,8.0,R,108,"Drama, Thriller"
Analyze This,1999,6.7,R,103,"Comedy, Crime"
Miss Congeniality,2000,6.3,PG-13,109,"Action, Comedy, Crime"
Indecent Proposal,1993,6.0,R,117,"Drama, Romance"
GoldenEye,1995,7.2,PG-13,130,"Action, Adventure, Thriller"
300: Rise of an Empire,2014,6.2,R,102,"Action, Drama"
Love Story,1970,6.9,PG,100,"Drama, Romance"
Kramer vs. Kramer,1979,7.8,PG,105,Drama
The Italian Job,2003,7.0,PG-13,111,"Action, Crime, Thriller"
How to Lose a Guy in 10 Days,2003,6.4,PG-13,116,"Comedy, Romance"
The Lego Movie 2: The Second Part,2019,6.6,PG,107,"Animation, Action, Adventure"
The First Wives Club,1996,6.4,PG,103,Comedy
Robin Hood,2010,6.6,PG-13,140,"Action, Adventure, Drama"
Interview with the Vampire: The Vampire Chronicles,1994,7.5,R,123,"Drama, Fantasy, Horror"
George of the Jungle,1997,5.5,PG,92,"Action, Adventure, Comedy"
Hustlers,2019,6.3,R,110,"Comedy, Crime, Drama"
The Graduate,1967,8.0,PG,106,"Comedy, Drama, Romance"
Pitch Perfect 3,2017,5.8,PG-13,93,"Comedy, Music"
Phenomenon,1996,6.4,PG,123,"Drama, Fantasy, Romance"
American Wedding,2003,6.3,R,96,Comedy
Road to Perdition,2002,7.7,R,117,"Crime, Drama, Thriller"
The Chronicles of Narnia: The Voyage of the Dawn Treader,2010,6.3,PG,113,"Adventure, Family, Fantasy"
Daddy Day Care,2003,5.6,PG,92,"Comedy, Family"
Daddy's Home 2,2017,6.0,PG-13,100,Comedy
Paranormal Activity 3,2011,5.8,R,83,"Horror, Mystery"
Journey 2: The Mysterious Island,2012,5.7,PG,94,"Action, Adventure, Comedy"
The Mule,2018,7.0,R,116,"Crime, Drama, Thriller"
Rise of the Guardians,2012,7.2,PG,97,"Animation, Action, Adventure"
Dreamgirls,2006,6.6,PG-13,130,"Drama, Music, Musical"
Independence Day: Resurgence,2016,5.2,PG-13,120,"Action, Adventure, Sci-Fi"
The Expendables,2010,6.4,R,103,"Action, Adventure, Thriller"
Scream,1996,7.4,R,111,"Horror, Mystery"
Just Go with It,2011,6.4,PG-13,117,"Comedy, Romance"
Murder on the Orient Express,2017,6.5,PG-13,114,"Crime, Drama, Mystery"
Bambi,1942,7.3,G,69,"Animation, Adventure, Drama"
The General's Daughter,1999,6.4,R,116,"Crime, Drama, Mystery"
The Aviator,2004,7.5,PG-13,170,"Biography, Drama"
American Pie,1999,7.0,R,95,Comedy
Daredevil,2003,5.3,PG-13,103,"Action, Crime"
The Girl with the Dragon Tattoo,2011,7.8,R,158,"Crime, Drama, Mystery"
The Mummy: Tomb of the Dragon Emperor,2008,5.2,PG-13,112,"Action, Adventure, Fantasy"
The Conjuring 2,2016,7.3,R,134,"Horror, Mystery, Thriller"
The Maze Runner,2014,6.8,PG-13,113,"Action, Mystery, Sci-Fi"
In the Line of Fire,1993,7.2,R,128,"Action, Crime, Drama"
Butch Cassidy and the Sundance Kid,1969,8.0,PG,110,"Biography, Crime, Drama"
Mary Poppins,1964,7.8,G,139,"Comedy, Family, Fantasy"
Annabelle: Creation,2017,6.5,R,109,"Horror, Mystery, Thriller"
The Equalizer 2,2018,6.7,R,121,"Action, Crime, Thriller"
Bad Grandpa,2013,6.5,R,92,Comedy
Pacific Rim,2013,6.9,PG-13,131,"Action, Adventure, Sci-Fi"
Journey to the Center of the Earth,2008,5.8,PG,93,"Action, Adventure, Family"
Gone in Sixty Seconds,2000,6.5,PG-13,118,"Action, Crime, Thriller"
Maverick,1994,7.0,PG,127,"Action, Adventure, Comedy"
Sleeping with the Enemy,1991,6.2,R,99,"Drama, Thriller"
The Equalizer,2014,7.2,R,132,"Action, Crime, Thriller"
This Is the End,2013,6.6,R,107,"Comedy, Fantasy"
Scream 2,1997,6.3,R,120,"Horror, Mystery"
Eraser,1996,6.2,R,115,"Action, Crime, Thriller"
The Prince of Egypt,1998,7.1,PG,99,"Animation, Adventure, Drama"
Noah,2014,5.8,PG-13,138,"Action, Adventure, Drama"
Unforgiven,1992,8.2,R,130,"Drama, Western"
The Cat in the Hat,2003,4.0,PG,82,"Adventure, Comedy, Family"
Con Air,1997,6.9,R,115,"Action, Crime, Thriller"
Eagle Eye,2008,6.6,PG-13,118,"Action, Mystery, Thriller"
Sleepy Hollow,1999,7.3,R,105,"Fantasy, Horror, Mystery"
Rampage,2018,6.1,PG-13,107,"Action, Adventure, Sci-Fi"
Collateral,2004,7.5,R,120,"Action, Crime, Drama"
Contact,1997,7.5,PG,150,"Drama, Mystery, Sci-Fi"
Godzilla vs. Kong,2021,6.3,PG-13,113,"Action, Sci-Fi, Thriller"
Charlie's Angels: Full Throttle,2003,4.9,PG-13,106,"Action, Adventure, Comedy"
The Pelican Brief,1993,6.6,PG-13,141,"Crime, Drama, Mystery"
Vanilla Sky,2001,6.9,R,136,"Fantasy, Mystery, Romance"
Arrival,2016,7.9,PG-13,116,"Drama, Mystery, Sci-Fi"
Due Date,2010,6.5,R,95,"Comedy, Drama"
Million Dollar Baby,2004,8.1,PG-13,132,"Drama, Sport"
A Wrinkle in Time,2018,4.2,PG,109,"Adventure, Family, Fantasy"
Jumanji,1995,7.0,PG,104,"Adventure, Comedy, Family"
Step Brothers,2008,6.9,R,98,Comedy
Evan Almighty,2007,5.4,PG,96,"Comedy, Family, Fantasy"
Fifty Shades Freed,2018,4.5,R,105,"Drama, Romance, Thriller"
Casper,1995,6.1,PG,100,"Comedy, Family, Fantasy"
Shakespeare in Love,1998,7.1,R,123,"Comedy, Drama, History"
Bad Teacher,2011,5.6,R,92,"Comedy, Romance"
Yogi Bear,2010,4.6,PG,81,"Animation, Adventure, Comedy"
Cowboys & Aliens,2011,6.0,PG-13,119,"Action, Sci-Fi, Thriller"
Kingsman: The Golden Circle,2017,6.7,R,141,"Action, Adventure, Comedy"
Edge of Tomorrow,2014,7.9,PG-13,113,"Action, Adventure, Sci-Fi"
Se7en,1995,8.6,R,127,"Crime, Drama, Mystery"
The Addams Family,2019,5.8,PG,86,"Animation, Comedy, Family"
You Don't Mess with the Zohan,2008,5.6,PG-13,113,"Action, Comedy"
Passengers,2016,7.0,PG-13,116,"Drama, Romance, Sci-Fi"
Die Hard: With a Vengeance,1995,7.6,R,128,"Action, Adventure, Thriller"
Christopher Robin,2018,7.2,PG,104,"Adventure, Comedy, Drama"
Olympus Has Fallen,2013,6.5,R,119,"Action, Thriller"
The Green Hornet,2011,5.8,PG-13,119,"Action, Comedy, Crime"
Date Night,2010,6.3,PG-13,88,"Comedy, Crime, Romance"
Meet the Robinsons,2007,6.8,G,95,"Animation, Adventure, Comedy"
Yes Man,2008,6.8,PG-13,104,"Comedy, Romance"
Sausage Party,2016,6.1,R,89,"Animation, Adventure, Comedy"
Inspector Gadget,1999,4.1,PG,78,"Action, Adventure, Comedy"
Public Enemies,2009,7.0,R,140,"Action, Biography, Crime"
The Social Network,2010,7.8,PG-13,120,"Biography, Drama"
Schindler's List,1993,9.0,R,195,"Biography, Drama, History"
Downton Abbey,2019,7.4,PG,122,"Drama, Romance"
The Others,2001,7.6,PG-13,101,"Horror, Mystery, Thriller"
Panic Room,2002,6.8,R,112,"Crime, Drama, Thriller"
Rocketman,2019,7.3,R,121,"Biography, Drama, Musical"
Encanto,2021,7.2,PG,102,"Animation, Comedy, Family"
Zero Dark Thirty,2012,7.4,R,157,"Drama, History, Thriller"
Norbit,2007,4.1,PG-13,103,"Comedy, Romance"
Cold Mountain,2003,7.2,R,154,"Adventure, Drama, History"
Sex and the City 2,2010,4.5,R,146,"Comedy, Drama, Romance"
Michael,1996,5.7,PG,105,"Comedy, Drama, Fantasy"
Unbreakable,2000,7.3,PG-13,106,"Drama, Mystery, Sci-Fi"
42,2013,7.5,PG-13,128,"Biography, Drama, Sport"
The Book of Eli,2010,6.8,R,118,"Action, Adventure, Drama"
"10,000 BC",2008,5.1,PG-13,109,"Action, Adventure, Drama"
Beverly Hills Chihuahua,2008,3.9,PG,91,"Adventure, Comedy, Drama"
Saturday Night Fever,1977,6.8,R,118,"Drama, Music"
Julie & Julia,2009,7.0,PG-13,123,"Biography, Drama, Romance"
The Mask of Zorro,1998,6.8,PG-13,136,"Action, Adventure, Comedy"
Maid in Manhattan,2002,5.3,PG-13,105,"Comedy, Drama, Romance"
He's Just Not That Into You,2009,6.4,PG-13,129,"Comedy, Drama, Romance"
Master and Commander: The Far Side of the World,2003,7.4,PG-13,138,"Action, Adventure, Drama"
Flight,2012,7.3,R,138,"Drama, Thriller"
The Fighter,2010,7.8,R,116,"Action, Biography, Drama"
America's Sweethearts,2001,5.7,PG-13,102,"Comedy, Romance"
Lady and the Tramp,1955,7.3,G,76,"Animation, Adventure, Comedy"
The Bucket List,2007,7.4,PG-13,97,"Adventure, Comedy, Drama"
Tomorrowland,2015,6.4,PG,130,"Action, Adventure, Family"
The Magnificent Seven,2016,6.8,PG-13,132,"Action, Adventure, Western"
Cats & Dogs,2001,5.1,PG,87,"Action, Adventure, Comedy"
Two Weeks Notice,2002,6.1,PG-13,101,"Comedy, Romance"
Red Dragon,2002,7.2,R,124,"Crime, Drama, Thriller"
Elysium,2013,6.6,R,109,"Action, Drama, Sci-Fi"
Flubber,1997,5.3,PG,93,"Comedy, Family, Sci-Fi"
The Town,2010,7.5,R,125,"Crime, Drama, Thriller"
Non-Stop,2014,6.9,PG-13,106,"Action, Mystery, Thriller"
The Client,1994,6.7,PG-13,119,"Crime, Drama, Mystery"
Blade Runner 2049,2017,8.0,R,164,"Action, Drama, Mystery"
John Wick: Chapter 2,2017,7.4,R,122,"Action, Crime, Thriller"
Star Trek: First Contact,1996,7.6,PG-13,111,"Action, Adventure, Drama"
Think Like a Man,2012,6.5,PG-13,123,"Comedy, Romance"
Heaven Is for Real,2014,5.8,PG,99,"Biography, Drama, Family"
The Haunting,1999,5.0,PG-13,113,"Fantasy, Horror, Mystery"
Crimson Tide,1995,7.3,R,116,"Action, Drama, Thriller"
Ride Along 2,2016,5.9,PG-13,102,"Action, Comedy, Crime"
Stepmom,1998,6.8,PG-13,125,"Comedy, Drama"
The Imitation Game,2014,8.0,PG-13,114,"Biography, Drama, Thriller"
Save the Last Dance,2001,6.2,PG-13,112,"Drama, Music, Romance"
The Scorpion King,2002,5.5,PG-13,92,"Action, Adventure, Fantasy"
Prince of Persia: The Sands of Time,2010,6.6,PG-13,116,"Action, Adventure, Fantasy"
Antz,1998,6.6,PG,83,"Animation, Adventure, Comedy"
Scary Movie 4,2006,5.1,PG-13,83,Comedy
The Game Plan,2007,6.1,PG,110,"Comedy, Family, Sport"
"Me, Myself & Irene",2000,6.6,R,116,Comedy
High School Musical 3: Senior Year,2008,4.9,G,112,"Comedy, Drama, Family"
